plate	cycle	well	tile
1	8	A2	70
1	9	A2	70
1	10	A2	70
1	11	A2	70
1	12	A2	70
1	1	A2	71
1	2	A2	71
1	3	A2	71
1	4	A2	71
1	5	A2	71
1	6	A2	71
1	7	A2	71
1	8	A2	71
1	9	A2	71
1	10	A2	71
1	11	A2	71
1	12	A2	71
1	1	A2	72
1	2	A2	72
1	3	A2	72
1	4	A2	72
1	5	A2	72
1	6	A2	72
1	7	A2	72
1	8	A2	72
1	9	A2	72
1	10	A2	72
1	11	A2	72
1	12	A2	72
1	1	A2	73
1	2	A2	73
1	3	A2	73
1	4	A2	73
1	5	A2	73
1	6	A2	73
1	7	A2	73
1	8	A2	73
1	9	A2	73
1	10	A2	73
1	11	A2	73
1	12	A2	73
1	1	A2	74
1	2	A2	74
1	3	A2	74
1	4	A2	74
1	5	A2	74
1	6	A2	74
1	7	A2	74
1	8	A2	74
1	9	A2	74
1	10	A2	74
1	11	A2	74
1	12	A2	74
1	1	A2	75
1	2	A2	75
1	3	A2	75
1	4	A2	75
1	5	A2	75
1	6	A2	75
1	7	A2	75
1	8	A2	75
1	9	A2	75
1	10	A2	75
1	11	A2	75
1	12	A2	75
1	1	A2	76
1	2	A2	76
1	3	A2	76
1	4	A2	76
1	5	A2	76
1	6	A2	76
1	7	A2	76
1	8	A2	76
1	9	A2	76
1	10	A2	76
1	11	A2	76
1	12	A2	76
1	1	A2	77
1	2	A2	77
1	3	A2	77
1	4	A2	77
1	5	A2	77
1	6	A2	77
1	7	A2	77
1	8	A2	77
1	9	A2	77
1	10	A2	77
1	11	A2	77
1	12	A2	77
1	1	A2	78
1	2	A2	78
1	3	A2	78
1	4	A2	78
1	5	A2	78
1	6	A2	78
1	7	A2	78
1	8	A2	78
1	9	A2	78
1	10	A2	78
1	11	A2	78
1	12	A2	78
1	1	A2	79
1	2	A2	79
1	3	A2	79
1	4	A2	79
1	5	A2	79
1	6	A2	79
1	7	A2	79
1	8	A2	79
1	9	A2	79
1	10	A2	79
1	11	A2	79
1	12	A2	79
1	1	A2	80
1	2	A2	80
1	3	A2	80
1	4	A2	80
1	5	A2	80
1	6	A2	80
1	7	A2	80
1	8	A2	80
1	9	A2	80
1	10	A2	80
1	11	A2	80
1	12	A2	80
1	1	A2	81
1	2	A2	81
1	3	A2	81
1	4	A2	81
1	5	A2	81
1	6	A2	81
1	7	A2	81
1	8	A2	81
1	9	A2	81
1	10	A2	81
1	11	A2	81
1	12	A2	81
1	1	A2	82
1	2	A2	82
1	3	A2	82
1	4	A2	82
1	5	A2	82
1	6	A2	82
1	7	A2	82
1	8	A2	82
1	9	A2	82
1	10	A2	82
1	11	A2	82
1	12	A2	82
1	1	A2	83
1	2	A2	83
1	3	A2	83
1	4	A2	83
1	5	A2	83
1	6	A2	83
1	7	A2	83
1	8	A2	83
1	9	A2	83
1	10	A2	83
1	11	A2	83
1	12	A2	83
1	1	A2	84
1	2	A2	84
1	3	A2	84
1	4	A2	84
1	5	A2	84
1	6	A2	84
1	7	A2	84
1	8	A2	84
1	9	A2	84
1	10	A2	84
1	11	A2	84
1	12	A2	84
1	1	A2	85
1	2	A2	85
1	3	A2	85
1	4	A2	85
1	5	A2	85
1	6	A2	85
1	7	A2	85
1	8	A2	85
1	9	A2	85
1	10	A2	85
1	11	A2	85
1	12	A2	85
1	1	A2	86
1	2	A2	86
1	3	A2	86
1	4	A2	86
1	5	A2	86
1	6	A2	86
1	7	A2	86
1	8	A2	86
1	9	A2	86
1	10	A2	86
1	11	A2	86
1	12	A2	86
1	1	A2	87
1	2	A2	87
1	3	A2	87
1	4	A2	87
1	5	A2	87
1	6	A2	87
1	7	A2	87
1	8	A2	87
1	9	A2	87
1	10	A2	87
1	11	A2	87
1	12	A2	87
1	1	A2	88
1	2	A2	88
1	3	A2	88
1	4	A2	88
1	5	A2	88
1	6	A2	88
1	7	A2	88
1	8	A2	88
1	9	A2	88
1	10	A2	88
1	11	A2	88
1	12	A2	88
1	1	A2	89
1	2	A2	89
1	3	A2	89
1	4	A2	89
1	5	A2	89
1	6	A2	89
1	7	A2	89
1	8	A2	89
1	9	A2	89
1	10	A2	89
1	11	A2	89
1	12	A2	89
1	1	A2	90
1	2	A2	90
1	3	A2	90
1	4	A2	90
1	5	A2	90
1	6	A2	90
1	7	A2	90
1	8	A2	90
1	9	A2	90
1	10	A2	90
1	11	A2	90
1	12	A2	90
1	1	A2	91
1	2	A2	91
1	3	A2	91
1	4	A2	91
1	5	A2	91
1	6	A2	91
1	7	A2	91
1	8	A2	91
1	9	A2	91
1	10	A2	91
1	11	A2	91
1	12	A2	91
1	1	A2	92
1	2	A2	92
1	3	A2	92
1	4	A2	92
1	5	A2	92
1	6	A2	92
1	7	A2	92
1	8	A2	92
1	9	A2	92
1	10	A2	92
1	11	A2	92
1	12	A2	92
1	1	A2	93
1	2	A2	93
1	3	A2	93
1	4	A2	93
1	5	A2	93
1	6	A2	93
1	7	A2	93
1	8	A2	93
1	9	A2	93
1	10	A2	93
1	11	A2	93
1	12	A2	93
1	1	A2	94
1	2	A2	94
1	3	A2	94
1	4	A2	94
1	5	A2	94
1	6	A2	94
1	7	A2	94
1	8	A2	94
1	9	A2	94
1	10	A2	94
1	11	A2	94
1	12	A2	94
1	1	A2	95
1	2	A2	95
1	3	A2	95
1	4	A2	95
1	5	A2	95
1	6	A2	95
1	7	A2	95
1	8	A2	95
1	9	A2	95
1	10	A2	95
1	11	A2	95
1	12	A2	95
1	1	A2	96
1	2	A2	96
1	3	A2	96
1	4	A2	96
1	5	A2	96
1	6	A2	96
1	7	A2	96
1	8	A2	96
1	9	A2	96
1	10	A2	96
1	11	A2	96
1	12	A2	96
1	1	A2	97
1	2	A2	97
1	3	A2	97
1	4	A2	97
1	5	A2	97
1	6	A2	97
1	7	A2	97
1	8	A2	97
1	9	A2	97
1	10	A2	97
1	11	A2	97
1	12	A2	97
1	1	A2	98
1	2	A2	98
1	3	A2	98
1	4	A2	98
1	5	A2	98
1	6	A2	98
1	7	A2	98
1	8	A2	98
1	9	A2	98
1	10	A2	98
1	11	A2	98
1	12	A2	98
1	1	A2	99
1	2	A2	99
1	3	A2	99
1	4	A2	99
1	5	A2	99
1	6	A2	99
1	7	A2	99
1	8	A2	99
1	9	A2	99
1	10	A2	99
1	11	A2	99
1	12	A2	99
1	1	A2	100
1	2	A2	100
1	3	A2	100
1	4	A2	100
1	5	A2	100
1	6	A2	100
1	7	A2	100
1	8	A2	100
1	9	A2	100
1	10	A2	100
1	11	A2	100
1	12	A2	100
1	1	A2	101
1	2	A2	101
1	3	A2	101
1	4	A2	101
1	5	A2	101
1	6	A2	101
1	7	A2	101
1	8	A2	101
1	9	A2	101
1	10	A2	101
1	11	A2	101
1	12	A2	101
1	1	A2	102
1	2	A2	102
1	3	A2	102
1	4	A2	102
1	5	A2	102
1	6	A2	102
1	7	A2	102
1	8	A2	102
1	9	A2	102
1	10	A2	102
1	11	A2	102
1	12	A2	102
1	1	A2	103
1	2	A2	103
1	3	A2	103
1	4	A2	103
1	5	A2	103
1	6	A2	103
1	7	A2	103
1	8	A2	103
1	9	A2	103
1	10	A2	103
1	11	A2	103
1	12	A2	103
1	1	A2	104
1	2	A2	104
1	3	A2	104
1	4	A2	104
1	5	A2	104
1	6	A2	104
1	7	A2	104
1	8	A2	104
1	9	A2	104
1	10	A2	104
1	11	A2	104
1	12	A2	104
1	1	A2	105
1	2	A2	105
1	3	A2	105
1	4	A2	105
1	5	A2	105
1	6	A2	105
1	7	A2	105
1	8	A2	105
1	9	A2	105
1	10	A2	105
1	11	A2	105
1	12	A2	105
1	1	A2	106
1	2	A2	106
1	3	A2	106
1	4	A2	106
1	5	A2	106
1	6	A2	106
1	7	A2	106
1	8	A2	106
1	9	A2	106
1	10	A2	106
1	11	A2	106
1	12	A2	106
1	1	A2	107
1	2	A2	107
1	3	A2	107
1	4	A2	107
1	5	A2	107
1	6	A2	107
1	7	A2	107
1	8	A2	107
1	9	A2	107
1	10	A2	107
1	11	A2	107
1	12	A2	107
1	1	A2	108
1	2	A2	108
1	3	A2	108
1	4	A2	108
1	5	A2	108
1	6	A2	108
1	7	A2	108
1	8	A2	108
1	9	A2	108
1	10	A2	108
1	11	A2	108
1	12	A2	108
1	1	A2	109
1	2	A2	109
1	3	A2	109
1	4	A2	109
1	5	A2	109
1	6	A2	109
1	7	A2	109
1	8	A2	109
1	9	A2	109
1	10	A2	109
1	11	A2	109
1	12	A2	109
1	1	A2	110
1	2	A2	110
1	3	A2	110
1	4	A2	110
1	5	A2	110
1	6	A2	110
1	7	A2	110
1	8	A2	110
1	9	A2	110
1	10	A2	110
1	11	A2	110
1	12	A2	110
1	1	A2	111
1	2	A2	111
1	3	A2	111
1	4	A2	111
1	5	A2	111
1	6	A2	111
1	7	A2	111
1	8	A2	111
1	9	A2	111
1	10	A2	111
1	11	A2	111
1	12	A2	111
1	1	A2	112
1	2	A2	112
1	3	A2	112
1	4	A2	112
1	5	A2	112
1	6	A2	112
1	7	A2	112
1	8	A2	112
1	9	A2	112
1	10	A2	112
1	11	A2	112
1	12	A2	112
1	1	A2	113
1	2	A2	113
1	3	A2	113
1	4	A2	113
1	5	A2	113
1	6	A2	113
1	7	A2	113
1	8	A2	113
1	9	A2	113
1	10	A2	113
1	11	A2	113
1	12	A2	113
1	1	A2	114
1	2	A2	114
1	3	A2	114
1	4	A2	114
1	5	A2	114
1	6	A2	114
1	7	A2	114
1	8	A2	114
1	9	A2	114
1	10	A2	114
1	11	A2	114
1	12	A2	114
1	1	A2	115
1	2	A2	115
1	3	A2	115
1	4	A2	115
1	5	A2	115
1	6	A2	115
1	7	A2	115
1	8	A2	115
1	9	A2	115
1	10	A2	115
1	11	A2	115
1	12	A2	115
1	1	A2	116
1	2	A2	116
1	3	A2	116
1	4	A2	116
1	5	A2	116
1	6	A2	116
1	7	A2	116
1	8	A2	116
1	9	A2	116
1	10	A2	116
1	11	A2	116
1	12	A2	116
1	1	A2	117
1	2	A2	117
1	3	A2	117
1	4	A2	117
1	5	A2	117
1	6	A2	117
1	7	A2	117
1	8	A2	117
1	9	A2	117
1	10	A2	117
1	11	A2	117
1	12	A2	117
1	1	A2	118
1	2	A2	118
1	3	A2	118
1	4	A2	118
1	5	A2	118
1	6	A2	118
1	7	A2	118
1	8	A2	118
1	9	A2	118
1	10	A2	118
1	11	A2	118
1	12	A2	118
1	1	A2	119
1	2	A2	119
1	3	A2	119
1	4	A2	119
1	5	A2	119
1	6	A2	119
1	7	A2	119
1	8	A2	119
1	9	A2	119
1	10	A2	119
1	11	A2	119
1	12	A2	119
1	1	A2	120
1	2	A2	120
1	3	A2	120
1	4	A2	120
1	5	A2	120
1	6	A2	120
1	7	A2	120
1	8	A2	120
1	9	A2	120
1	10	A2	120
1	11	A2	120
1	12	A2	120
1	1	A2	121
1	2	A2	121
1	3	A2	121
1	4	A2	121
1	5	A2	121
1	6	A2	121
1	7	A2	121
1	8	A2	121
1	9	A2	121
1	10	A2	121
1	11	A2	121
1	12	A2	121
1	1	A2	122
1	2	A2	122
1	3	A2	122
1	4	A2	122
1	5	A2	122
1	6	A2	122
1	7	A2	122
1	8	A2	122
1	9	A2	122
1	10	A2	122
1	11	A2	122
1	12	A2	122
1	1	A2	123
1	2	A2	123
1	3	A2	123
1	4	A2	123
1	5	A2	123
1	6	A2	123
1	7	A2	123
1	8	A2	123
1	9	A2	123
1	10	A2	123
1	11	A2	123
1	12	A2	123
1	1	A2	124
1	2	A2	124
1	3	A2	124
1	4	A2	124
1	5	A2	124
1	6	A2	124
1	7	A2	124
1	8	A2	124
1	9	A2	124
1	10	A2	124
1	11	A2	124
1	12	A2	124
1	1	A2	125
1	2	A2	125
1	3	A2	125
1	4	A2	125
1	5	A2	125
1	6	A2	125
1	7	A2	125
1	8	A2	125
1	9	A2	125
1	10	A2	125
1	11	A2	125
1	12	A2	125
1	1	A2	126
1	2	A2	126
1	3	A2	126
1	4	A2	126
1	5	A2	126
1	6	A2	126
1	7	A2	126
1	8	A2	126
1	9	A2	126
1	10	A2	126
1	11	A2	126
1	12	A2	126
1	1	A2	127
1	2	A2	127
1	3	A2	127
1	4	A2	127
1	5	A2	127
1	6	A2	127
1	7	A2	127
1	8	A2	127
1	9	A2	127
1	10	A2	127
1	11	A2	127
1	12	A2	127
1	1	A2	128
1	2	A2	128
1	3	A2	128
1	4	A2	128
1	5	A2	128
1	6	A2	128
1	7	A2	128
1	8	A2	128
1	9	A2	128
1	10	A2	128
1	11	A2	128
1	12	A2	128
